"Text";"Comment"
"{Rinoa}...
Qu'est-ce qu'elle a?";""
"#ggroad9a";"700"
"Déverrouillé";""
"Verrou 1";""
"Verrou 2";""
"Verrou 3";""
"Membres du Seed de Balamb, veuillez vous
regrouper dans la {Blue}salle d'attente au 2nd{White}.";""
"La {Blue}salle d'attente{White} est là-bas. Allez
dans le hall et tournez à droite...";""
"Il paraît que la sorcière peut
vider l'esprit de ses ennemis.";""
"C'est alors que la princesse
apparut entièrement nue...";""
"Oh! C'est passionnant!";""
"Cette zone est interdite.";""
"Vous devez patienter dans le
{Blue}hall d'accueil au 2ème étage{White}.";""
"#ggroad9b";"701"
"";""
"";""
"";""
"#ggroad8b";"698"
"";""
"";""
"";""
"#ggroad8a";"697"
"Déverrouillé";""
"Fermé 1";""
"Fermé 2";""
"Fermé 3";""
"Membres du Seed, veuillez patienter
dans le {Blue}hall d'accueil au 2nd{White}.";""
"N'entrez pas! Il y a un
examen en ce moment.";""
"Cette zone est interdite.";""
"Vous devez attendre dans la
{Blue}salle d'accueil au 2ème étage{White}.";""
"#ggwitch2";"715"
"";""
"";""
"";""
"Seifer
C'était pas la peine de vous déplacer.
Je comptais vous rendre visite...";""
"{Squall}
Traître!";""
"Seifer
Vous allez combattre la gouvernante,
alors qu'elle est comme notre mère?!";""
"Seifer
{Rinoa}, que fais tu ici? Toi aussi
tu veux ma mort? Pourtant, y'a 1 an...";""
"{Rinoa}
Arrête!";""
"Seifer
Miss Trèpe, je suis toujours
un de vos chouchoux, non?";""
"Quistis
Plus vraiment, Seifer...";""
"Seifer
Et toi, Selphie. J'aurais voulu
passer plus de temps avec toi.";""
"Selphie
Pas moi. T'es pas mon genre.";""
"Seifer
Et toi, le blondinet hirsute,
on s'est bien amusé ensemble.";""
"Zell
C'est maintenant qu'on va rire.";""
"Seifer
Hé, le Galbadien, tu reviens chez toi?";""
"Irvine
Je préfère ma nouvelle patrie.";""
"{Squall}
N'essaie pas de te la jouer
'bons vieux potes', Seifer.
{NewPage}
Notre pseudo amitié est
morte depuis longtemps.";""
"{Squall}
Pour nous, tu es juste un
monstre de plus à éliminer.";""
"Seifer
Un monstre? Une vulgaire bestiole?";""
"Seifer
Je suis le chevalier d'Edea.";""
"Seifer
J'ai enfin trouvé ma vraie nature.";""
"Seifer
Je pense plutôt être un Boss, oui.";""
"{Squall}
Attention!";""
"Seifer
Vous n'avez pas compris,
elle est invincible!";""
"Edea
Pauvre entité inutile...";""
"L'{Blue}auditorium{White} est juste en dessous.";""
"#ggwitch1";"714"
"";""
"";""
"";""
"PDS
'Sauver' dans le menu";""
"#ggroom3";"704"
"";""
"";""
"";""
"On se fait une partie?
D'accord
Pas question";""
"Oh la! Tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de Balamb, d'accord?";""
"Cette règle n'a pas cours
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de Galbadia.";""
"Ah, tes règles n'existent pas
dans cette région. Le mieux
c'est de mélanger les règles
de Trabia et les nôtres, OK?";""
"Dis donc, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
de Centra et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles bizarres
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Horizon et les nôtres, OK?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres.";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'Esthar et le nôtre.";""
"5 cartes minimum
pour jouer...";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"Tu as entendu parler de cette équipe
de hockey composée de monstres?
{NewPage}
Ils s'entraînent toute la journée en
regardant la série des Vendredi 13!
{NewPage}
On doit les affronter la semaine
prochaine! C'est terrifiant, non?";""
"Je viens de {Trabia}, alors je
ne connais que ces règles-la.";""
"#ggroad9";"699"
"Ouvert";""
"Fermé 1";""
"Fermé 2";""
"#ggroad8";"696"
"Accès autorisé";""
"Bloqué 1";""
"Bloqué 2";""
"Bloqué 3";""
"#ggroad5";"693"
"Ouvert";""
"Verrou 1";""
"Verrou 2";""
"#ggstaen1";"709"
"";""
"";""
"";""
"#ggkodo1";"687"
"";""
"";""
"";""
"{Rinoa}
{Squall}!";""
"(Que fait-elle ici? C'est dangereux!)";""
"(Mais...?)";""
"(Qu'est-ce qui se passe?)";""
"#ggback1";"675"
"";""
"";""
"";""
"{Rinoa}
{Squall}!";""
"{Rinoa}
Merci.";""
"{Squall}
Oh! Je... euh, de rien.";""
"{Squall}
C'était juste professionnel. Notre
contrat est toujours valide, non?";""
"{Squall}
En plus, c'était un hasard.";""
"{Rinoa}
Tu sais, tu avais gros à
perdre si j'étais tombée.";""
"{Rinoa}
J'ai quelque chose d'important
qui t'appartient, tu sais?
{NewPage}
Je n'ai pas le droit de mourir, tant
que je ne te l'aurais pas rendue.";""
"{Rinoa}
Zell me l'a donnée.
C'était sympa, non?";""
"(Je vais le tuer!)";""
"{Squall}
C'est ma bague préférée.";""
"{Rinoa}
Elle est jolie. Mais c'est
quoi ce monstre dessus?";""
"{Squall}
C'est pas un monstre.
C'est un lion.
{NewPage}
Le lion est le symbole de
la force et de l'honneur.";""
"{Rinoa}
Je vois... Un
peu comme{Wait048} toi.";""
"{Squall}
J'aimerais bien.";""
"{Rinoa}
Et ce lion, il a un nom?";""
"{Squall}
Bien sûr.";""
"{Rinoa}
Tu sais, Zell a dit qu'il allait
me faire une copie de cette bague.";""
"{Rinoa}
Ça me donnera peut-être
les qualités d'un lion.";""
"{Rinoa}
Le problème c'est que tout le monde
va croire que l'on est ensemble!";""
"(Si c'est un problème, pourquoi
 as-tu l'air aussi contente?)";""
"(Tout le monde rêve de
 nous voir ensemble)
{NewPage}
(C'est si évident, que
 même moi je m'en aperçois)";""
"{Squall}
Je ne sais pas si c'est
tellement un problème...";""
"{Rinoa}
Hein? Que... Que veux-tu dire?";""
"{Squall}
Bon, les autres attendent.
Attends ici
On y va";""
"{Squall}
Tu restes ici, d'accord?";""
"{Rinoa}
Tu es méchant.";""
"{Rinoa}
Allez!";""
"{Squall}
On y va, {Rinoa}.";""
"{Rinoa}
Génial!";""
"{Rinoa}
Allons-y, Mr {Squall}.";""
"#gggro1";"680"
"Ouvert";""
"";""
"";""
"#ggroad2";"691"
"";""
"";""
"";""
"Voici la salle d'attente. Veuillez
rester ici, l'administrateur arrive.";""
"Notre administrateur a été fréquemment
en contact avec votre proviseur, ces
{NewPage}
temps-ci. Nos 2 universités ont l'air
de vouloir collaborer étroitement...";""
"Connaissez-vous notre Fac?
Oui, très bien
Pas vraiment";""
"Tiens, c'est étonnant.";""
"L'université de {Galbadia}, malgré
son nom, est indépendante du pays.
Nous sommes un état neutre.
{NewPage}
Nous formons des cadres d'élite,
mais nous pouvons critiquer
le gouvernement de {Galbadia}.";""
"#ggroad3";"692"
"";""
"";""
"";""
"PDS
'Sauver' dans le menu";""
"#ggroom2";"703"
"";""
"";""
"";""
"On fait une partie?
Ok
Non";""
"Oh la! Tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de Balamb, d'accord?";""
"Cette règle n'a pas cours
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de Galbadia.";""
"Ah, tes règles n'existent pas
dans cette région. Le mieux
c'est de mélanger les règles
de Trabia et les nôtres, OK?";""
"Dis donc, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
de Centra et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles bizarres
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Horizon et les nôtres, OK?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres.";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'Esthar et le nôtre.";""
"Pas assez de cartes
pour faire une partie";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"Les plus fortes cartes sont celles
avec des personnages dessus...";""
"Les autres cartes imbattables sont
celles des Boss. Après, les cartes
des G-Forces sont assez puissantes.";""
"On est trop vieux pour jouer.";""
"Vous obtenez le passe 2";""
"Etudiant
On peut rien faire contre eux.
Tu es notre dernière chance.";""
"#gggroen2";"682"
"";""
"";""
"";""
"PDS
'Sauver' dans le menu";""
"Vous ne pouvez pas aller plus loin.";""
"Les visiteurs doivent patienter dans
la {Blue}salle d'attente{White}. Merci.";""
"Selphie
{Rinoa}!";""
"Zell
Tu es là!";""
"Quistis
Ça va?";""
"Irvine
La prêtresse va revenir.";""
"(On ne peut plus reculer maintenant)";""
"{Squall}
Nous allons affronter notre pire
ennemi. Pas une simple femme!
{NewPage}
On doit oublier le passé et
mettre nos sentiments de côté.";""
"{Squall}
Moi, en tout cas, je ne peux pas
me permettre d'être sentimental.";""
"{Squall}
L'ennemi est responsable de cette
situation, pas nous. Ne l'oubliez pas.";""
"(Je crois que j'essaie de
 me convaincre moi-même...)";""
"{Squall}
Mes petits souvenirs ne
t'intéressent pas, hein?";""
"{Rinoa}
Bien sûr que si! Dis moi
ce que tu penses vraiment.";""
"{Squall}
Je te raconterai ça, si on est
encore en vie après cette épreuve.";""
"{Squall}
On y va!";""
"#ggroom4";"705"
"";""
"";""
"";""
"#ggroad7";"695"
"";""
"";""
"";""
"#ggstand1";"711"
"Ouvert";""
"";""
"";""
"#ggele1";"676"
"Ouvert";""
"Fermé 1";""
"Fermé 2";""
"Fermé 3";""
"Mot de passe obligatoire";""
"#ggroad6";"694"
"";""
"";""
"";""
"Fujin
Je n'en peux plus!";""
"Raijin
Allez, on continue!
Faut qu'on en termine!";""
"Fujin
J'en ai marre!";""
"Raijin
Seifer, on en a assez... C'est pas
marrant pour nous. On comprend rien!";""
"Raijin
T'étais pas comme ça avant...";""
"(Seifer ne renoncera pas.
 Non, plus maintenant...)";""
"{Squall}
Je vois...";""
"#ggroad1";"690"
"";""
"";""
"";""
"On joue?
Oui
Non";""
"Oh la! Tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de Balamb, d'accord?";""
"Cette règle n'a pas cours
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de Galbadia.";""
"Ah, tes règles n'existent pas
dans cette région. Le mieux
c'est de mélanger les règles
de Trabia et les nôtres, OK?";""
"Dis donc, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
de Centra et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles bizarres
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Horizon et les nôtres, OK?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres.";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'Esthar et le nôtre.";""
"Nombre de cartes insuffisant";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"La {Blue}salle d'attente{White} est
en haut de l'escalier.";""
"Vous trouverez le {Blue}hall d'accueil{White}
en haut de ces marches...";""
"Membres du Seed, vous devez patienter
dans le {Blue}hall d'accueil au 2ème étage{White}.";""
"Educateur
Je vous ai dit de ne pas courir!
Faites-moi une série de pompes!";""
"Elève
{Var0}!{Wait032} {Var1}!{Wait032} {Var2}!";""
"Elève
Me parle pas. Je suis
en train de compter.";""
"Elève
Je sais plus où j'en suis!
C'est de ta faute, tout ça!";""
"Et voilà! J'ai perdu le fil!
Faut que je recommence tout!";""
"Elève
Ah! Laisse-moi tranquille!";""
"Etudiant A
Trop facile!";""
"Etudiant B
Ces pompes ont quand même du bon...";""
"Etudiant B
Vous avez vu?";""
"Zell
Aaaahhhh!!!";""
"Zell
Ah! Quelle poisse!";""
"#gggroen1";"681"
"";""
"";""
"";""
"#ggview1";"712"
"";""
"";""
"";""
"De quelle académie viens-tu?
Tu ne ressembles pas aux
étudiants Galbadiens.";""
"Une petite partie?
D'accord
Ras le bol";""
"Soldat, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de Balamb.";""
"Camarade, vos règles n'existent pas
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de Galbadia.";""
"Ça alors, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant les règles
de Trabia et les nôtres, d'accord?";""
"Dis donc, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
de Centra et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Horizon et les nôtres, d'accord?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres, d'accord?";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'Esthar et le nôtre.";""
"Tu aimes les cartes?
Oui
Non";""
"Soldat, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de Balamb.";""
"Camarade, vos règles n'existent pas
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de Galbadia.";""
"Ça alors, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant les règles
de Trabia et les nôtres, d'accord?";""
"Dis donc, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
de Centra et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Horizon et les nôtres, d'accord?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres, d'accord?";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'Esthar et le nôtre.";""
"Nombre de cartes insuffisant";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"Selphie
Il est en retard.";""
"Quistis
Attendons. L'administrateur ne va
pas tarder à arriver, avec les ordres.";""
"Zell
Arghhh...";""
"{Rinoa}
Oh, je pense que c'est lui.";""
"{Rinoa}
Dites que je fais partie du Seed.
Sinon ça va poser des problèmes.";""
"Martine
Salutations.";""
"Martine
J'ai un ordre de mission de
votre proviseur pour vous.
{NewPage}
Notre université en
confirme la validité.";""
"Martine
Après une longue réflexion, nous
avons décidé de pleinement
collaborer avec la BGU.
{NewPage}
Cette opération nécessite la
collaboration de nos 2 académies.";""
"Martine
Pour comprendre votre mission, vous
devez appréhender notre situation.";""
"Martine
Repos.";""
"Martine
Vous savez que la prêtresse a été
nommée ambassadrice de {Galbadia}.";""
"Martine
Mais c'est une supercherie. Il n'y
aura aucun processus de paix.";""
"Martine
De par sa nature inquiétante, la
sorcière ne saurait créer un climat
{NewPage}
pacifique. {Galbadia} compte seulement
utiliser ses forces maléfiques.";""
"Martine
{Galbadia} n'a qu'une seule
ambition: conquérir le monde.
{NewPage}
Et nous sommes sur sa liste.";""
"Martine
La prêtresse souhaite récupérer
l'infrastructure de notre université.";""
"Martine
Nos options sont
donc limitées.";""
"Martine
Vous représentez notre
unique chance de survie.";""
"Martine
Les détails de l'opération sont
contenus dans l'ordre de mission.";""
"Martine
Des questions?";""
"{Squall}
Cette mission nécessite un tireur
d'élite. Nous ne sommes pas qualifiés.";""
"Martine
J'attendais cette question.
{NewPage}
Laissez-moi vous présenter un
élève de l'université Galbadienne.";""
"Martine
Irvine Kinnéas.";""
"Martine
Irvine Kinnéas sera
votre tireur d'élite.";""
"Martine
Partez dès que vous serez prêts.";""
"Martine
Soldats, l'échec n'est pas une option.";""
"Irvine
BANG!";""
"Zell
Alors? C'est quoi les ordres?";""
"Selphie
Qu'est-ce qu'on doit faire?";""
"Quistis
Quels sont nos objectifs?";""
"{Rinoa}
Quelle est notre mission?";""
"Irvine
Salut à vous, bande de Balambiens.";""
"Salutations.";""
"(Zell, tu es trop stressé!)";""
"Irvine
Ça vous dérange pas que je sois là?";""
"{Squall}
Tout dépend de ton attitude.";""
"Irvine
Eh bien, je fais de l'effet aux
filles. Parfois ça énerve les mecs.
{NewPage}
Mais je ne peux pas y faire
grand chose! C'est ma nature.";""
"(D'où il sort celui-la?)";""
"{Squall}
Tant mieux pour toi...";""
"{Squall}
Notre mission...";""
"{Squall}
Nos ordres sont d'autant plus
importants, qu'ils proviennent
{NewPage}
non seulement de la BGU, mais
aussi de la Fac de {Galbadia}.";""
"{Squall}
Nous allons devoir...";""
"{Squall}
... assassiner la prêtresse.";""
"{Squall}
On l'abattra à distance. Irvine
Kinnéas sera notre tireur d'élite.
{NewPage}
Nous allons le soutenir dans
cette difficile mission...";""
"{Squall}
Si le tir est raté, nous devrons
attaquer la prêtresse nous-mêmes.";""
"Irvine
Merci du coup de main, mais
je ne rate jamais un tir.";""
"{Squall}
Notre objectif: éliminer la prêtresse.";""
"{Squall}
On doit se rendre dans la capitale
de {Galbadia}, Deling City.";""
"{Squall}
Là-bas, nous rencontrerons le Major
Caraway. Il nous expliquera son plan.";""
"{Squall}
Allons-y.";""
"Irvine
Cool.";""
"Irvine
Nous allons nous séparer
pour rejoindre Deling City.";""
"Irvine
Ça vous va?";""
"Aucune importance
Pas d'accord";""
"(Pourquoi pas?)";""
"{Squall}
Amusez-vous bien.";""
"Selphie
Tu essaies d'être drôle?";""
"Selphie
Je vois, Monsieur Obsédé...
{NewPage}
Compte sur nous pour 'bien
nous amuser' avec le nouveau.";""
"{Rinoa}
(Il s'en fiche...)";""
"{Rinoa}
Allez, M. Kinnéas, on y va.";""
"(Qu'est-ce que...)";""
"Irvine
Appelle-moi Irvine, ma jolie...
{NewPage}
C'est incroyable le hasard, hein?
Je me retrouve avec 2 vrais canons!";""
"Selphie
Oh, Irvine Kitékat, quel
charmeur tu fais...";""
"(J'ai dit quelque chose de
 vexant? Les femmes alors...)";""
"Quistis
Le Q.I de ce groupe m'inquiète...";""
"Zell
Irvine Kinnéas...
Quel frimeur ce type!";""
"Quistis
Viens, {Squall}. On y va!";""
"(Hé!)";""
"Zell
Dépêche, {Squall}. On doit
être là-bas avant eux.";""
"(Pourquoi?)";""
"{Squall}
Je vais faire mon choix.";""
"{Squall}
Voilà.";""
"Irvine
Comment?";""
"Irvine
C'est une blague?";""
"{Squall}
J'ai réparti les groupes.";""
"Zell
Tu veux que je m'en occupe?";""
"Zell
J'vais t'apprendre la politesse Seed!";""
"Irvine
A plus tard, tête d'oeuf.";""
"Zell
Hé!";""
"Irvine
Excellent choix, jeune balafré.";""
"#gggate1";"677"
"";""
"";""
"";""
"On fait une partie?
OK
Non";""
"Soldat, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de {Balamb}.";""
"Camarade, vos règles n'existent pas
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de {Galbadia}.";""
"Ça alors, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant les règles
de {Trabia} et les nôtres, d'accord?";""
"Dis donc, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
de {Centra} et les nôtres, OK?";""
"Dis moi, ces règles ne sont
pas admises ici. Mieux vaut
mélanger tes règles et les nôtres.";""
"Compagnon, tes règles étranges
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'{Horizon} et les nôtres, d'accord?";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant les règles
d'Hyper-E et les nôtres, d'accord?";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'{Esthar} et le nôtre.";""
"Nombre de cartes insuffisant";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"Z'avez vu la cérémonie à la télé?
La guerre des sorcières recommence!";""
"Deling croit utiliser la prêtresse
pour conquérir la planète...
{NewPage}
Mais, c'est lui qui se fait
manipuler comme un pantin!";""
"Les sorcières, j'en avais entendu
parler dans les bouquins d'Histoire.";""
"Je pense que le prochain examen
sera sur l'histoire des Sorcières.";""
"Et vous, ça va?";""
"D'où vous sortez, vous?";""
"Je me demande si notre administrateur
obéira aux décisions de la prêtresse?";""
"Des rumeurs disent que la prêtresse
veut s'emparer de notre université!";""
"Il paraît que la prêtresse
Edea habite ici maintenant.";""
"Zell
Pas question de rester inactif!";""
"{Rinoa}
Voilà à quoi ressemble la Fac.";""
"Selphie
J'ai envie de faire une pause...";""
"#gghall2";"686"
"La {Blue}salle d'attente{White} se trouve en
haut de l'escalier, sur la droite.";""
"Raijin
Salut, {Squall}!";""
"{Squall}
Que fais-tu ici?";""
"Raijin
Ce que je fais? Je suis en service.";""
"Raijin
J'ai de nouveaux ordres pour
toi, de la part du proviseur.";""
"{Squall}
Quels ordres?";""
"Raijin
Je sais pas. Je les ai pas lus.
Je les ai juste donnés à un type.";""
"Fujin
Plus de détails, imbécile!";""
"Raijin
Ah! On devait aller à {Timber}. Sauf
qu'il n'y a plus de train. Alors on
{NewPage}
est coincé ici. Mais je suis soulagé
de voir qu'on est pas tout seul...";""
"Fujin
Parle-lui de Seifer!";""
"Raijin
Ah oui! Et Seifer il
est pas avec vous?";""
"{Squall}
Je crois que Seifer est mort.";""
"{Squall}
On dit qu'il a été jugé à
{Galbadia} et condamné à mort.";""
"Fujin
Mensonge!";""
"Raijin
Seifer exécuté? Tu te trompes
de mec, {Squall}! Impossible!";""
"Raijin
Seifer n'est pas le genre de
type à supporter un procès.
{NewPage}
Et encore moins d'être fusillé!";""
"Fujin
Dis lui qu'on va le retrouver.";""
"Raijin
Ah oui! On va le retrouver.";""
"Raijin
Bon... bah, à plus {Squall}!
On va à {Galbadia} chercher Seifer.";""
"#gghall1";"685"
"";""
"PDS
'Sauver' dans le menu";""
"Déverrouillé";""
"Verrou 1";""
"Verrou 2";""
"Verrou 3";""
"Membres du Seed, veuillez vous
regrouper devant l'{Blue}entrée du bâtiment{White}.";""
"Membres du Seed, veuillez patienter
dans le {Blue}hall d'accueil{White} au 2ème étage.";""
"#ggroom1";"702"
"{Rinoa}
Alors, c'est là que Quistis
est allée à l'école?";""
"Selphie
Je me demande s'ils font
des fêtes annuelles ici?";""
"Zell
On va encore attendre longtemps?";""
"{Squall}
Comment ça s'est passé?";""
"Quistis
Ils comprennent notre situation.";""
"Quistis
La BGU est hors de danger.";""
"L'attaque du président à {Timber} est
perçue comme un acte terroriste isolé.
{NewPage}
La BGU n'a officiellement rien
à voir avec cet attentat...";""
"Zell
C'est Seifer le 'terroriste isolé'?";""
"Quistis
Le procès est terminé et
la sentence a été rendue.";""
